65,3616,,user,Hi,2025-12-27 15:21:04.954718+00,2025-12-27 15:21:04.954718+00,,,,,,,sent,0.0,neutral
67,3617,,user,Hi,2025-12-27 18:43:13.003722+00,2025-12-27 18:43:13.003722+00,,,,,,,sent,0.0,neutral
69,3618,,user,whats up,2025-12-29 00:04:54.166969+00,2025-12-29 00:04:54.166969+00,,,,,,,sent,0.0,neutral
71,3619,,user,What are my emails,2025-12-29 09:49:55.099444+00,2025-12-29 09:49:55.099444+00,,,,,,,sent,0.0,neutral
73,3619,,user,Gmail,2025-12-29 09:50:03.336235+00,2025-12-29 09:50:03.336235+00,,,,,,,sent,0.0,neutral
74,3620,,user,maya can you summarize my gmail,2025-12-29 09:50:09.928096+00,2025-12-29 09:50:09.928096+00,,,,,,,sent,0.0,neutral
77,3621,,user,hi maya what time is it right now,2025-12-29 13:12:01.74017+00,2025-12-29 13:12:01.74017+00,,,,,,,sent,0.0,neutral
79,3621,,user,in india,2025-12-29 13:12:23.663312+00,2025-12-29 13:12:23.663312+00,,,,,,,sent,0.0,neutral
81,3621,,user,man can you remind me in two minutes to drink coffee,2025-12-29 13:12:48.368117+00,2025-12-29 13:12:48.368117+00,,,,,,,sent,0.0,neutral
83,3621,,user,maya remind me one minute from now to drink coffee,2025-12-29 13:17:43.179999+00,2025-12-29 13:17:43.179999+00,,,,,,,sent,0.0,neutral
85,3622,,user,maya remind me in one minute to complete work,2025-12-29 13:27:42.041073+00,2025-12-29 13:27:42.041073+00,,,,,,,sent,0.0,neutral
87,3623,,user,deleate al my reminders,2025-12-29 13:49:53.759075+00,2025-12-29 13:49:53.759075+00,,,,,,,sent,0.0,neutral
88,3623,,user,delete all my reminders,2025-12-29 13:52:32.380199+00,2025-12-29 13:52:32.380199+00,,,,,,,sent,0.0,neutral
89,3623,,user,delete all my reminders,2025-12-29 13:56:06.101706+00,2025-12-29 13:56:06.101706+00,,,,,,,sent,0.0,neutral
91,3623,,user,go ahead,2025-12-29 13:56:33.963702+00,2025-12-29 13:56:33.963702+00,,,,,,,sent,0.0,neutral
93,3623,,user,go on,2025-12-29 13:56:52.191529+00,2025-12-29 13:56:52.191529+00,,,,,,,sent,0.0,neutral
95,3623,,user,remind me in one minute to go to home,2025-12-29 13:57:25.99226+00,2025-12-29 13:57:25.99226+00,,,,,,,sent,0.0,neutral
97,3623,,user,remind me in one minute to go  out,2025-12-29 14:02:33.185319+00,2025-12-29 14:02:33.185319+00,,,,,,,sent,0.0,neutral
99,3624,,user,माया क्या तुम मुझे sun सकती हो,2025-12-29 14:06:09.383373+00,2025-12-29 14:06:09.383373+00,,,,,,,sent,0.0,neutral
101,3624,,user,हिंदी में मुझे एक सायरीस ना दो बढ़िया सी,2025-12-29 14:06:32.400765+00,2025-12-29 14:06:32.400765+00,,,,,,,sent,0.0,neutral
103,3625,,user,भाया मेरे to do's बताओ,2025-12-29 14:06:57.951103+00,2025-12-29 14:06:57.951103+00,,,,,,,sent,0.0,neutral
105,3624,,user,mean one minute to go home,2025-12-29 14:10:51.987958+00,2025-12-29 14:10:51.987958+00,,,,,,,sent,0.0,neutral
107,3624,,user,Remind me in one. Minute to go to washroom,2025-12-29 14:13:37.56142+00,2025-12-29 14:13:37.56142+00,,,,,,,sent,0.0,neutral
109,3626,,user,माया create me a to do और उस to do में आप डाल दो meeting with ओम five pm और and meeting with प्रियो six pm,2025-12-29 14:27:58.456627+00,2025-12-29 14:27:58.456627+00,,,,,,,sent,0.0,neutral
111,3627,,user,hi मया आप मुझे एक minute बाद remind करवा सकते हो मेरे काम के लिए,2025-12-29 14:28:30.248522+00,2025-12-29 14:28:30.248522+00,,,,,,,sent,0.0,neutral
113,3627,,user,मैं तुम्हें हमारे क्या एक minute बाद निर्मोणे कोड़ाते पर भी यह जो हमारा कहा जाते है,2025-12-29 14:29:05.121966+00,2025-12-29 14:29:05.121966+00,,,,,,,sent,0.0,neutral
115,3627,,user,तुम्हारे नाम की तुम्हारे व्यापारे के बांगला बांगला बांगला के बोलो,2025-12-29 14:29:37.961461+00,2025-12-29 14:29:37.961461+00,,,,,,,sent,0.0,neutral
117,3628,,user,remind me in 45 secs to go to badminton,2025-12-29 14:32:33.150346+00,2025-12-29 14:32:33.150346+00,,,,,,,sent,0.0,neutral
119,3629,,user,remind me in 1 min to go to baddie,2025-12-29 14:48:19.448479+00,2025-12-29 14:48:19.448479+00,,,,,,,sent,0.0,neutral
121,3629,,user,remind again,2025-12-29 14:52:39.233378+00,2025-12-29 14:52:39.233378+00,,,,,,,sent,0.0,neutral
122,3629,,user,remind again,2025-12-29 14:55:18.607312+00,2025-12-29 14:55:18.607312+00,,,,,,,sent,0.0,neutral
124,3629,,user,Remind again,2025-12-29 14:57:00.606066+00,2025-12-29 14:57:00.606066+00,,,,,,,sent,0.0,neutral
126,3630,,user,माया एक minute बात मनोष को मारना है तब मुझे याद करवाना,2025-12-29 14:57:52.092309+00,2025-12-29 14:57:52.092309+00,,,,,,,sent,0.0,neutral
128,3630,,user,बता भाई तू क्यों नहीं कर सकता है तेरा क्या problem है,2025-12-29 14:58:29.937526+00,2025-12-29 14:58:29.937526+00,,,,,,,sent,-0.3333,negative
130,3630,,user,Remind me now try again,2025-12-29 14:58:58.541683+00,2025-12-29 14:58:58.541683+00,,,,,,,sent,0.0,neutral
132,3631,,user,Get my meta ads,2025-12-29 17:31:51.254295+00,2025-12-29 17:31:51.254295+00,,,,,,,sent,0.0,neutral
134,3632,,user,tell my latest emails summarized in one line according to their priority and importance,2025-12-29 18:07:44.40031+00,2025-12-29 18:07:44.40031+00,,,,,,,sent,0.0,neutral
136,3632,,user,"Get all my gmails, summarise each in one line",2025-12-29 18:08:29.277951+00,2025-12-29 18:08:29.277951+00,,,,,,,sent,0.0,neutral
138,3632,,user,Try again use get Gmail emails,2025-12-29 18:08:48.443593+00,2025-12-29 18:08:48.443593+00,,,,,,,sent,0.0,neutral
140,3632,,user,Try for whole week,2025-12-29 18:10:32.277815+00,2025-12-29 18:10:32.277815+00,,,,,,,sent,0.0,neutral
142,3632,,user,get my calendar events,2025-12-29 18:10:53.397034+00,2025-12-29 18:10:53.397034+00,,,,,,,sent,0.0,neutral
144,3633,,user,Hi,2025-12-29 18:32:44.597664+00,2025-12-29 18:32:44.597664+00,,,,,,,sent,0.0,neutral
146,3633,,user,can you please remind me in 1 minutes,2025-12-29 18:32:58.488941+00,2025-12-29 18:32:58.488941+00,,,,,,,sent,0.0,neutral
148,3634,,user,Hi Maya remember theobrama brownie and waffle company Nutella mini pancakes,2025-12-29 19:30:04.693196+00,2025-12-29 19:30:04.693196+00,,,,,,,sent,0.0,neutral
150,3634,,user,Fav desert,2025-12-29 19:30:10.49646+00,2025-12-29 19:30:10.49646+00,,,,,,,sent,0.0,neutral
152,3635,,user,Hello,2025-12-29 19:40:03.68032+00,2025-12-29 19:40:03.68032+00,,,,,,,sent,0.0,neutral
154,3635,,user,What is my name,2025-12-29 19:40:14.511647+00,2025-12-29 19:40:14.511647+00,,,,,,,sent,0.0,neutral
156,3636,,user,remind again,2025-12-29 20:45:30.129333+00,2025-12-29 20:45:30.129333+00,,,,,,,sent,0.0,neutral
158,3637,,user,deleate al my reminders,2025-12-29 21:27:05.21101+00,2025-12-29 21:27:05.21101+00,,,,,,,sent,0.0,neutral
160,3637,,user,hi,2025-12-29 21:29:12.62459+00,2025-12-29 21:29:12.62459+00,,,,,,,sent,0.0,neutral
162,3637,,user,hi maya what is your name,2025-12-29 21:32:27.054307+00,2025-12-29 21:32:27.054307+00,,,,,,,sent,0.0,neutral
164,3637,,user,hi what's up,2025-12-29 21:41:58.778514+00,2025-12-29 21:41:58.778514+00,,,,,,,sent,0.0,neutral
166,3637,,user,hi,2025-12-29 21:42:04.187443+00,2025-12-29 21:42:04.187443+00,,,,,,,sent,0.0,neutral
168,3638,,user,hi maya how are you,2025-12-29 23:20:04.227844+00,2025-12-29 23:20:04.227844+00,,,,,,,sent,0.0,neutral
170,3639,,user,Hi,2025-12-30 07:51:14.398833+00,2025-12-30 07:51:14.398833+00,,,,,,,sent,0.0,neutral
172,3640,,user,Hi hello,2025-12-30 11:19:58.646093+00,2025-12-30 11:19:58.646093+00,,,,,,,sent,0.0,neutral
174,3640,,user,what are your features,2025-12-30 11:20:56.57759+00,2025-12-30 11:20:56.57759+00,,,,,,,sent,0.0,neutral
176,3640,,user,can you remind me after 1 min for eating lunch,2025-12-30 11:21:29.962845+00,2025-12-30 11:21:29.962845+00,,,,,,,sent,0.0,neutral
178,3640,,user,yep thats totally fine by me,2025-12-30 11:21:58.854997+00,2025-12-30 11:21:58.854997+00,,,,,,,sent,0.0,neutral
180,3641,,user,माया क्या हालत मारे,2025-12-30 11:24:03.232469+00,2025-12-30 11:24:03.232469+00,,,,,,,sent,0.0,neutral
183,3640,,user,can you set me a todo list,2025-12-30 11:24:57.285047+00,2025-12-30 11:24:57.285047+00,,,,,,,sent,0.0,neutral
184,3642,,user,Hi,2025-12-30 11:24:58.068952+00,2025-12-30 11:24:58.068952+00,,,,,,,sent,0.0,neutral
187,3642,,user,hi maya can you please remind me to complete my landing page work in two minutes,2025-12-30 11:25:38.664123+00,2025-12-30 11:25:38.664123+00,,,,,,,sent,0.0,neutral
189,3640,,user,first it should be to eat lunch at 5 pm today then some website testing work starting at 5:15 pm,2025-12-30 11:25:55.257087+00,2025-12-30 11:25:55.257087+00,,,,,,,sent,0.0,neutral
191,3640,,user,can i talk to you in any language,2025-12-30 11:26:41.585243+00,2025-12-30 11:26:41.585243+00,,,,,,,sent,0.0,neutral
193,3640,,user,what about voice mail,2025-12-30 11:26:52.550458+00,2025-12-30 11:26:52.550458+00,,,,,,,sent,0.0,neutral
195,3640,,user,voice mail or you could say voice notes,2025-12-30 11:27:05.541133+00,2025-12-30 11:27:05.541133+00,,,,,,,sent,0.0,neutral
197,3640,,user,can you hi to me,2025-12-30 11:27:57.702894+00,2025-12-30 11:27:57.702894+00,,,,,,,sent,0.0,neutral
199,3640,,user,why is your voice a mans voice,2025-12-30 11:29:48.035926+00,2025-12-30 11:29:48.035926+00,,,,,,,sent,0.0,neutral
201,3640,,user,talk to me in girl voice or a woman voice,2025-12-30 11:30:21.607508+00,2025-12-30 11:30:21.607508+00,,,,,,,sent,0.0,neutral
203,3640,,user,can you say hi now,2025-12-30 11:30:37.198876+00,2025-12-30 11:30:37.198876+00,,,,,,,sent,0.0,neutral
205,3640,,user,hello can you hear me,2025-12-30 11:32:11.889642+00,2025-12-30 11:32:11.889642+00,,,,,,,sent,0.0,neutral
207,3643,,user,hello माया कैसे हो तुम,2025-12-30 11:45:03.275709+00,2025-12-30 11:45:03.275709+00,,,,,,,sent,0.0,neutral
209,3643,,user,क्या तुम मेरा to do update कर सकती हो,2025-12-30 11:46:05.040699+00,2025-12-30 11:46:05.040699+00,,,,,,,sent,0.0,neutral
211,3643,,user,क्या आप साढ़े पांच बजे मेरे लिए एक meeting set कर सकते हो उसमें लिखकर,2025-12-30 11:46:55.106506+00,2025-12-30 11:46:55.106506+00,,,,,,,sent,0.0,neutral
213,3643,,user,आप इसको to do list में डाल दो,2025-12-30 11:47:29.774828+00,2025-12-30 11:47:29.774828+00,,,,,,,sent,0.0,neutral
215,3643,,user,क्या आप मेरे को to do भेज सकते हो,2025-12-30 11:48:10.186538+00,2025-12-30 11:48:10.186538+00,,,,,,,sent,0.0,neutral
217,3643,,user,मेरी gmail में कितनी mails है क्या तुम बता सकती हो,2025-12-30 11:49:37.031324+00,2025-12-30 11:49:37.031324+00,,,,,,,sent,0.0,neutral
219,3644,,user,Remind me in 2 mins to complete work,2025-12-30 11:52:20.309726+00,2025-12-30 11:52:20.309726+00,,,,,,,sent,0.0,neutral
221,3645,,user,please remind me in 2 minutes. to give a call to om,2025-12-30 11:52:24.585921+00,2025-12-30 11:52:24.585921+00,,,,,,,sent,0.0,neutral
223,3644,,user,What's my name,2025-12-30 11:52:32.885694+00,2025-12-30 11:52:32.885694+00,,,,,,,sent,0.0,neutral
225,3644,,user,What's current time,2025-12-30 11:52:42.137538+00,2025-12-30 11:52:42.137538+00,,,,,,,sent,0.0,neutral
227,3644,,user,What's my timezone,2025-12-30 11:52:50.54959+00,2025-12-30 11:52:50.54959+00,,,,,,,sent,0.0,neutral
229,3646,,user,Remind me right now to drink water,2025-12-30 11:53:14.727832+00,2025-12-30 11:53:14.727832+00,,,,,,,sent,0.0,neutral
232,3646,,user,Remind me in 1 min,2025-12-30 11:53:30.479295+00,2025-12-30 11:53:30.479295+00,,,,,,,sent,0.0,neutral
235,3644,,user,Remind me right now,2025-12-30 11:55:12.994414+00,2025-12-30 11:55:12.994414+00,,,,,,,sent,0.0,neutral
237,3644,,user,Create a reminder for 30 seconds from now,2025-12-30 11:55:30.808588+00,2025-12-30 11:55:30.808588+00,,,,,,,sent,0.0,neutral
239,3646,,user,what is my name,2025-12-30 11:56:08.203084+00,2025-12-30 11:56:08.203084+00,,,,,,,sent,0.0,neutral
241,3645,,user,Remind me in 1 minute,2025-12-30 11:56:25.898888+00,2025-12-30 11:56:25.898888+00,,,,,,,sent,0.0,neutral
243,3644,,user,Get all my reminders,2025-12-30 11:57:12.058063+00,2025-12-30 11:57:12.058063+00,,,,,,,sent,0.0,neutral
245,3644,,user,Remind me in 30 seconds to drink water,2025-12-30 11:58:05.370665+00,2025-12-30 11:58:05.370665+00,,,,,,,sent,0.0,neutral
247,3644,,user,Remind me in 1 min to drink water,2025-12-30 12:02:05.82478+00,2025-12-30 12:02:05.82478+00,,,,,,,sent,0.0,neutral
248,3647,,user,क्या तुम मेरे लिए एक reminder set कर सकती हो five thirty five पर,2025-12-30 12:02:09.316484+00,2025-12-30 12:02:09.316484+00,,,,,,,sent,0.0,neutral
252,3648,,user,hi maya i had to my to do to reply with global intelligence also i called you to add to my to do pay,2025-12-30 12:02:26.476508+00,2025-12-30 12:02:26.476508+00,,,,,,,sent,0.0,neutral
253,3647,,user,testing करनी है उस time पर,2025-12-30 12:02:28.912287+00,2025-12-30 12:02:28.912287+00,,,,,,,sent,0.0,neutral
256,3644,,user,Remind me 10 minutes from now again,2025-12-30 12:02:37.347186+00,2025-12-30 12:02:37.347186+00,,,,,,,sent,0.0,neutral
258,3647,,user,क्या तुम मेरे को to do list का message दे सकती हो कि क्या क्या मैंने add कर दिया है,2025-12-30 12:03:11.329047+00,2025-12-30 12:03:11.329047+00,,,,,,,sent,0.0,neutral
259,3648,,user,no also task list for january,2025-12-30 12:03:12.916018+00,2025-12-30 12:03:12.916018+00,,,,,,,sent,0.0,neutral
262,3644,,user,Hii maya,2025-12-30 12:03:28.662502+00,2025-12-30 12:03:28.662502+00,,,,,,,sent,0.0,neutral
264,3644,,user,What is my name ?,2025-12-30 12:03:34.165918+00,2025-12-30 12:03:34.165918+00,,,,,,,sent,0.0,neutral
266,3647,,user,but तुमने remind नहीं किया कि मेरी meeting five thirty पर थी,2025-12-30 12:03:44.771729+00,2025-12-30 12:03:44.771729+00,,,,,,,sent,0.0,neutral
268,3644,,user,can you tell me about my project how many project do i have from from the from the,2025-12-30 12:03:56.805472+00,2025-12-30 12:03:56.805472+00,,,,,,,sent,0.0,neutral
270,3647,,user,अभी क्या कोई ऐसा reminder है जो आगे आने वाला है,2025-12-30 12:04:11.0686+00,2025-12-30 12:04:11.0686+00,,,,,,,sent,0.0,neutral
272,3644,,user,i am saying can you check my closure it's a project in asana and after checking my project in asana let me know the status of the project,2025-12-30 12:04:35.099238+00,2025-12-30 12:04:35.099238+00,,,,,,,sent,0.0,neutral
274,3647,,user,तुमने मेरे को खाना के याद नहीं दिलाई,2025-12-30 12:04:49.810162+00,2025-12-30 12:04:49.810162+00,,,,,,,sent,0.0,neutral
276,3647,,user,मेरा five thirty five का remainder जो था वह कहां है,2025-12-30 12:05:19.822363+00,2025-12-30 12:05:19.822363+00,,,,,,,sent,0.0,neutral
278,3647,,user,maya i'm in india right now in india time is five thirty six remind me at five thirty seven to drink coffee,2025-12-30 12:06:11.504507+00,2025-12-30 12:06:11.504507+00,,,,,,,sent,0.0,neutral
281,3647,,user,can you check my mail in gmail,2025-12-30 12:11:15.315758+00,2025-12-30 12:11:15.315758+00,,,,,,,sent,0.0,neutral
284,3649,,user,can you remind me after 2 min walking with simba,2025-12-30 12:13:22.379636+00,2025-12-30 12:13:22.379636+00,,,,,,,sent,0.0,neutral
287,3647,,user,can you check my mails now,2025-12-30 12:16:36.038683+00,2025-12-30 12:16:36.038683+00,,,,,,,sent,0.0,neutral
289,3650,,user,can you show me my todo list,2025-12-30 12:23:03.396885+00,2025-12-30 12:23:03.396885+00,,,,,,,sent,0.0,neutral
291,3650,,user,i have given my detail in the link you provide but can you see my detial,2025-12-30 12:23:51.170635+00,2025-12-30 12:23:51.170635+00,,,,,,,sent,0.0,neutral
293,3650,,user,can you check my mails,2025-12-30 12:24:08.673706+00,2025-12-30 12:24:08.673706+00,,,,,,,sent,0.0,neutral
295,3650,,user,tum kaisi ho,2025-12-30 12:25:38.016165+00,2025-12-30 12:25:38.016165+00,,,,,,,sent,0.0,neutral
297,3650,,user,kya tumhe mere dob pta h,2025-12-30 12:26:02.809046+00,2025-12-30 12:26:02.809046+00,,,,,,,sent,0.0,neutral
299,3650,,user,kya tum mere set time zone btaa sakti ho,2025-12-30 12:26:30.605647+00,2025-12-30 12:26:30.605647+00,,,,,,,sent,0.0,neutral
301,3650,,user,mai india se hun toh usko india ke time zone ke hisab se set kardo,2025-12-30 12:26:55.782709+00,2025-12-30 12:26:55.782709+00,,,,,,,sent,0.0,neutral
303,3650,,user,mere time zone ist kardo,2025-12-30 12:27:28.478724+00,2025-12-30 12:27:28.478724+00,,,,,,,sent,0.0,neutral
305,3650,,user,can you remind me after 2 mins that i have to go do my work,2025-12-30 12:29:04.673114+00,2025-12-30 12:29:04.673114+00,,,,,,,sent,0.0,neutral
307,3650,,user,wait set it for 5 mins later,2025-12-30 12:29:33.933199+00,2025-12-30 12:29:33.933199+00,,,,,,,sent,0.0,neutral
309,3650,,user,tell me about your self and also tell all the feature available,2025-12-30 12:30:58.497674+00,2025-12-30 12:30:58.497674+00,,,,,,,sent,0.0,neutral
313,3650,,user,can i connect my zoho crm here,2025-12-30 12:34:55.302523+00,2025-12-30 12:34:55.302523+00,,,,,,,sent,0.0,neutral
316,3650,,user,what type of crm i can connect to you,2025-12-30 12:36:23.507335+00,2025-12-30 12:36:23.507335+00,,,,,,,sent,0.0,neutral
318,3650,,user,which crm zoho or ghl,2025-12-30 12:36:42.517314+00,2025-12-30 12:36:42.517314+00,,,,,,,sent,0.0,neutral
320,3650,,user,schedule a metting in my calendar for 18:10 pm in IST time zone,2025-12-30 12:37:56.165056+00,2025-12-30 12:37:56.165056+00,,,,,,,sent,0.0,neutral
322,3651,,user,this meeting is for web testing also add this in that,2025-12-30 12:38:40.949456+00,2025-12-30 12:38:40.949456+00,,,,,,,sent,0.0,neutral
324,3651,,user,the meeting i scheduled for 18:10 pm IST in calendar,2025-12-30 12:39:17.305411+00,2025-12-30 12:39:17.305411+00,,,,,,,sent,0.0,neutral
326,3652,,user,Hi,2025-12-30 12:54:08.28498+00,2025-12-30 12:54:08.28498+00,,,,,,,sent,0.0,neutral
328,3653,,user,hi,2025-12-30 12:54:12.440733+00,2025-12-30 12:54:12.440733+00,,,,,,,sent,0.0,neutral
330,3652,,user,maya can you get all my calendar events,2025-12-30 12:54:22.658924+00,2025-12-30 12:54:22.658924+00,,,,,,,sent,0.0,neutral
332,3652,,user,Tell again in short summarised,2025-12-30 12:55:18.356804+00,2025-12-30 12:55:18.356804+00,,,,,,,sent,0.0,neutral
334,3653,,user,i am giving you this email aryan112aaaa@gmail.com set a meeting on google meet at 18:30 IST and also send this email the invitation,2025-12-30 12:55:26.118663+00,2025-12-30 12:55:26.118663+00,,,,,,,sent,0.0,neutral
336,3653,,user,its today on 30-12-2025 at 6:30 pm IST,2025-12-30 12:56:05.378536+00,2025-12-30 12:56:05.378536+00,,,,,,,sent,0.0,neutral
338,3653,,user,did you send this invitation link to the gmail i provided earlier,2025-12-30 12:57:46.193849+00,2025-12-30 12:57:46.193849+00,,,,,,,sent,0.0,neutral
340,3652,,user,"Create a meeting link with cpriobrata1996@gmail.com for today 7pm, send him as well",2025-12-30 12:58:10.296058+00,2025-12-30 12:58:10.296058+00,,,,,,,sent,0.0,neutral
342,3652,,user,Try again sending the link,2025-12-30 12:58:53.383997+00,2025-12-30 12:58:53.383997+00,,,,,,,sent,0.0,neutral
344,3652,,user,use productivity service send email,2025-12-30 13:02:47.536512+00,2025-12-30 13:02:47.536512+00,,,,,,,sent,0.0,neutral
346,3653,,user,is my email connected,2025-12-30 13:05:06.67969+00,2025-12-30 13:05:06.67969+00,,,,,,,sent,0.0,neutral
348,3653,,user,can you check my email,2025-12-30 13:06:35.241782+00,2025-12-30 13:06:35.241782+00,,,,,,,sent,0.0,neutral
350,3653,,user,can you tell me how many mails i have,2025-12-30 13:07:07.102929+00,2025-12-30 13:07:07.102929+00,,,,,,,sent,0.0,neutral
352,3652,,user,get my gmail emails,2025-12-30 13:07:28.675949+00,2025-12-30 13:07:28.675949+00,,,,,,,sent,0.0,neutral
354,3652,,user,send this to om.jaiswal208@gmail.com,2025-12-30 13:08:04.150518+00,2025-12-30 13:08:04.150518+00,,,,,,,sent,0.0,neutral
356,3653,,user,how are you,2025-12-30 13:08:57.788022+00,2025-12-30 13:08:57.788022+00,,,,,,,sent,0.0,neutral
358,3654,,user,do you remember my all the chats we have done till now,2025-12-30 13:09:24.671721+00,2025-12-30 13:09:24.671721+00,,,,,,,sent,0.0,neutral
360,3654,,user,did you gave the meet invitation link,2025-12-30 13:10:29.125817+00,2025-12-30 13:10:29.125817+00,,,,,,,sent,0.0,neutral
362,3655,,user,send a mail with subject hey and body hello to om.jaiswak208@gmail.com,2025-12-30 13:11:08.594743+00,2025-12-30 13:11:08.594743+00,,,,,,,sent,0.0,neutral
364,3655,,user,using productivity service send gmail,2025-12-30 13:11:34.19448+00,2025-12-30 13:11:34.19448+00,,,,,,,sent,0.0,neutral
366,3655,,user,send a list of previous emails i asked you to send to,2025-12-30 13:12:09.532707+00,2025-12-30 13:12:09.532707+00,,,,,,,sent,0.0,neutral
